award_id,generated_internal_id,recipient_name,recipient_uei,award_amount,total_obligation,potential_total_value,start_date,end_date,award_type,awarding_agency,awarding_sub_agency,funding_agency,naics_code,naics_description,psc_code,psc_description,pop_state,pop_city,pop_country,number_of_offers,extent_competed,description
70Z04024F62107B00,CONT_AWD_70Z04024F62107B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,33005.5,33005.5,,2024-02-13,2024-04-12,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,"1. VENDOR SHALL PROVIDE THE FOLLOWING ITEMS. SPEED ON HEAD HARNESS, SHIM CBRN SHIELD, AND CLR CMND FACEPIECE AMPLIFIER"
SPE7MX22F093E,CONT_AWD_SPE7MX22F093E_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32895.0,32895.0,,2022-03-17,2022-07-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508951750!CALIBRATION CHECK K
SPE7L124F1224,CONT_AWD_SPE7L124F1224_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32730.39,32730.39,,2023-11-16,2024-02-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510268848!CALIBRATION CHECK K
SPE7M122F090E,CONT_AWD_SPE7M122F090E_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32609.75,32609.75,,2022-02-07,2022-04-08,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,VA,STANARDSVILLE,UNITED STATES,,A,"8508854987!SERVICE KIT,REFRIGE"
SPE7M225F0048,CONT_AWD_SPE7M225F0048_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32601.44,32601.44,,2025-02-20,2025-05-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8511200239!PARTS KIT,AIR FILTE"
68HERL26F0017,CONT_AWD_68HERL26F0017_6800_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32312.76,32312.76,,2025-12-03,2026-12-02,DELIVERY ORDER,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,339112,Surgical and Medical Instrument Manufacturing,6680,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",PA,CRANBERRY TOWNSHIP,UNITED STATES,1,A,MSA AIR PURIFYING RESPIRATORS (APRS)
SPE7MX22F402F,CONT_AWD_SPE7MX22F402F_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,32246.94,32246.94,,2022-06-09,2022-09-07,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8509157824!CALIBRATION CHECK K
W50S8923F0010,CONT_AWD_W50S8923F0010_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,31403.46,31403.46,,2023-03-24,2023-06-01,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,16,A,SCBA BOTTLES (PART NUMBER 10128111-SP)
SPE7M122F2379,CONT_AWD_SPE7M122F2379_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,31331.6,31331.6,,2021-10-06,2022-01-05,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,VA,STANARDSVILLE,UNITED STATES,,A,"8508594485!PARTS KIT,AIR FILTE"
70Z04020F61040B00,CONT_AWD_70Z04020F61040B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,31164.51,31164.51,,2020-04-21,2020-06-20,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,41 SCBA BOTTLES FOR VARIOUS CUTTERS
N0010423FYY04,CONT_AWD_N0010423FYY04_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,30737.28,30737.28,,2023-07-28,2023-11-27,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",4330,"CENTRIFUGALS, SEPARATORS, AND PRESSURE AND VACUUM FILTERS",PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"FILTER ELEMENT,FLUI"
SPE7M225F0031,CONT_AWD_SPE7M225F0031_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,30201.3,30201.3,,2025-01-30,2025-04-30,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8511155109!CALIBRATION CHECK K
SPE7M122F8984,CONT_AWD_SPE7M122F8984_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,29992.5,29992.5,,2021-12-16,2022-03-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508753831!CALIBRATION CHECK K
SPE7L124F5100,CONT_AWD_SPE7L124F5100_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,29754.9,29754.9,,2024-03-14,2024-06-12,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510507099!CALIBRATION CHECK K
W50S6Q23F0003,CONT_AWD_W50S6Q23F0003_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,28548.6,28548.6,,2023-04-04,2023-06-01,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,AR,FORT SMITH,UNITED STATES,6,A,SCBA BOTTLES
SPE7MX24F358R,CONT_AWD_SPE7MX24F358R_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,28187.88,28187.88,,2024-08-22,2024-11-20,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510841787!CALIBRATION CHECK K
FA665624F0002,CONT_AWD_FA665624F0002_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,28093.8,28093.8,,2023-12-27,2024-01-19,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,OH,VIENNA,UNITED STATES,3,A,SCBA BOTTLES
70Z04021F64549Y00,CONT_AWD_70Z04021F64549Y00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,27993.4,27993.4,,2021-07-08,2021-09-06,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR MSA SCBY PARTS.
1605C421F00005,CONT_AWD_1605C421F00005_1605_DOLMSH16A0001_1605,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,26010.4,26010.4,,2021-02-11,2021-06-11,BPA CALL,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,315999,Other Apparel Accessories and Other Apparel Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,VA,ARLINGTON,UNITED STATES,,A,CALIBRATION GASES
W50S7Y23F1001,CONT_AWD_W50S7Y23F1001_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,25693.74,25693.74,,2023-02-09,2023-03-08,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,18 EA FIRE SCBA 60 MINUTE CARBON CYLINDER LESS SCBA BOTTLES PART # 10128111-SP
W50S6N23F0006,CONT_AWD_W50S6N23F0006_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,25693.74,25693.74,,2023-04-04,2023-05-06,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,AL,MONTGOMERY,UNITED STATES,4,A,FIRE SCBA CYLINDERS
N0010422PJB04,CONT_AWD_N0010422PJB04_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,25420.0,25420.0,,2022-04-12,2022-07-11,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,335312,Motor and Generator Manufacturing,4120,AIR CONDITIONING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,"FILTER KIT,SAMPLE"
70Z04020F61668Y00,CONT_AWD_70Z04020F61668Y00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,25339.35,25339.35,,2020-09-01,2020-11-01,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,DELIVERY ORDER FOR VARIOUS MSA SCBA PARTS
70Z03026CCLEV0023,CONT_AWD_70Z03026CCLEV0023_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,25000.0,25000.0,,2026-02-11,2026-04-30,DEFINITIVE CONTRACT,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,541990,"All Other Professional, Scientific, and Technical Services",R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OH,CLEVELAND,UNITED STATES,1,F,USCG COMPETENT TOWER CLIMBER & RESCUE OSHA REQUIREMENT 3-DAY COURSE CERTIFICATION GREAT LAKES TECHNICIANS. FISCAL YEAR: FY26
FA860122FG272,CONT_AWD_FA860122FG272_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24922.72,24922.72,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,OH,DAYTON,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
SPE7M122F089L,CONT_AWD_SPE7M122F089L_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24783.41,24783.41,,2022-02-07,2022-04-08,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,VA,STANARDSVILLE,UNITED STATES,,A,"8508854928!SERVICE KIT,REFRIGE"
FA810122FG235,CONT_AWD_FA810122FG235_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24704.4,24704.4,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,OK,OKLAHOMA CITY,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
W50S9H23F0011,CONT_AWD_W50S9H23F0011_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24266.31,24266.31,,2023-04-14,2023-06-13,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,WI,CAMP DOUGLAS,UNITED STATES,6,A,10128111-SP CYL CARBON LW
W50S8E23P0006,CONT_AWD_W50S8E23P0006_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24266.31,24266.31,,2023-05-03,2023-07-28,PURCHASE ORDER,Department of Defense,Department of the Army,Department of Defense,314999,All Other Miscellaneous Textile Product Mills,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,C,"MSA 60 MIN CARBON CYLINDER LESS AIR, PAR"
W50S8C23F0003,CONT_AWD_W50S8C23F0003_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24266.31,24266.31,,2023-04-11,2023-05-30,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,PA,CRANBERRY TOWNSHIP,UNITED STATES,13,A,MSA SCBA CYLINDERS
FA557522FG006,CONT_AWD_FA557522FG006_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24266.31,24266.31,,2022-09-30,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,1290,MISCELLANEOUS FIRE CONTROL EQUIPMENT,,,SPAIN,1,A,FIREFIGHTER OXYGEN TANKS
SPE7M122F7129,CONT_AWD_SPE7M122F7129_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24187.5,24187.5,,2021-11-22,2022-01-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508703094!CALIBRATION CHECK K
SPE7MX25F1227,CONT_AWD_SPE7MX25F1227_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,24161.04,24161.04,,2024-10-24,2024-12-23,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510976792!CALIBRATION CHECK K
FA462122FG012,CONT_AWD_FA462122FG012_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23938.11,23938.11,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,SCBA CYLINDERS
FA487722FG120,CONT_AWD_FA487722FG120_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23690.52,23690.52,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,AZ,TUCSON,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
FA461022FG056,CONT_AWD_FA461022FG056_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23690.52,23690.52,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,FIRE FIGHTING EQUIPMENT
FA480324FG010,CONT_AWD_FA480324FG010_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23575.5,23575.5,,2024-03-04,2024-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,SC,SHAW AFB,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
FA446025FG015,CONT_AWD_FA446025FG015_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23474.35,23474.35,,2024-10-01,2025-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,FIRE FIGHTING EQUIPMENT
SPE7MX25F0259,CONT_AWD_SPE7MX25F0259_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23154.33,23154.33,,2024-10-03,2024-12-02,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510936274!CALIBRATION CHECK K
SPE7M225F0052,CONT_AWD_SPE7M225F0052_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,23154.33,23154.33,,2025-03-07,2025-05-06,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8511234421!CALIBRATION CHECK K
N0010423FYY05,CONT_AWD_N0010423FYY05_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22884.52,22884.52,,2023-07-28,2023-11-27,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",4120,AIR CONDITIONING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,"FILTER KIT,SAMPLE"
N6264923F0721,CONT_AWD_N6264923F0721_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22879.16,22879.16,,2023-08-07,2023-12-05,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,A,MSA ALTAIR 5X PID
W50S6M23F0003,CONT_AWD_W50S6M23F0003_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22838.88,22838.88,,2023-05-03,2023-06-09,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,4,A,"SCBA BOTTLES. CYL, CARBON, LW, 88 CF, LESS AIR, PKG, MSA 10128111-SP"
W50S7H23F9A01,CONT_AWD_W50S7H23F9A01_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22740.3,22740.3,,2023-07-06,2023-07-06,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,2,A,SCBA BOTTLES
FA487723FG002,CONT_AWD_FA487723FG002_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22679.1,22679.1,,2022-10-01,2023-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,AZ,TUCSON,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
FA561322FG052,CONT_AWD_FA561322FG052_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22530.45,22530.45,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,,,GERMANY,3,A,SAFETY AND RESCUE EQUIPMENT
SPE7MX25F1812,CONT_AWD_SPE7MX25F1812_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,22147.62,22147.62,,2024-11-05,2025-01-04,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510998414!CALIBRATION CHECK K
SPE7MX23F299V,CONT_AWD_SPE7MX23F299V_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21820.26,21820.26,,2023-08-03,2023-10-16,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510053537!CALIBRATION CHECK K
SPE7L124F5835,CONT_AWD_SPE7L124F5835_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21820.26,21820.26,,2024-04-04,2024-06-03,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,8510550274!CALIBRATION CHECK K
FA860124FG241,CONT_AWD_FA860124FG241_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21710.35,21710.35,,2024-08-01,2024-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,1290,MISCELLANEOUS FIRE CONTROL EQUIPMENT,OH,DAYTON,UNITED STATES,1,A,MISCELLANEOUS FIRE CONTROL EQUIPMENT
W50S8523F0007,CONT_AWD_W50S8523F0007_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21411.45,21411.45,,2023-02-16,2023-04-02,DELIVERY ORDER,Department of Defense,Department of the Army,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,13,A,"MSA SCBA BOTTLES, 60 MIN. CARBON CYLINDE"
SPE7M122F7120,CONT_AWD_SPE7M122F7120_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21285.0,21285.0,,2021-11-22,2022-01-21,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508703052!CALIBRATION CHECK K
N0040625P0298,CONT_AWD_N0040625P0298_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,21000.0,21000.0,,2025-04-04,2025-09-30,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,611430,Professional and Management Development Training,U099,EDUCATION/TRAINING- OTHER,,,JAPAN,1,G,MSA INITIAL G1 CARE & TTT TRAINING
FA481922FG142,CONT_AWD_FA481922FG142_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,20903.4,20903.4,,2021-10-01,2022-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,FL,PANAMA CITY,UNITED STATES,3,A,SAFETY AND RESCUE EQUIPMENT
FA301024FG014,CONT_AWD_FA301024FG014_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,20575.78,20575.78,,2023-12-14,2024-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,4210,FIRE FIGHTING EQUIPMENT,MS,BILOXI,UNITED STATES,1,A,FIRE FIGHTING EQUIPMENT
