jurisdiction,level,domain,vendor,amount,date,dataset
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,358.0,2024-01-16T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,379.18,2024-01-16T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,358.0,2024-01-16T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1089.23,2024-03-15T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,468.4,2024-09-17T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,8400.0,2024-11-26T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,468.4,2024-12-24T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1439.67,2024-12-31T00:00:00.000,Vendor Payments Calendar Year 2024
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,749.63,2026-02-06T00:00:00.000,Vendor Payments Calendar Year 2026
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,7600.0,2026-06-26T00:00:00.000,Vendor Payments Calendar Year 2026
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1943.04,2016-02-17T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1943.04,2016-02-17T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,869.17,2016-04-22T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,869.17,2016-04-22T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2753.9,2016-05-06T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2753.9,2016-05-06T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2753.9,2016-05-06T00:00:00.000,Vendor Payments Calendar Year 2016
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1528.49,2023-02-10T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1282.42,2023-03-10T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,521.71,2023-04-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,345.0,2023-04-07T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1042.9,2023-05-02T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,526.15,2023-10-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,491.15,2023-10-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1422.82,2023-10-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,858.93,2023-10-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,893.85,2023-10-03T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1222.99,2023-10-10T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,358.0,2023-11-21T00:00:00.000,Vendor Payments Calendar Year 2023
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,468.4,2025-01-07T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,553.25,2025-01-31T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,499.17,2025-03-21T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,726.0,2025-04-15T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,933.23,2025-04-15T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,511.75,2025-05-13T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,532.09,2025-05-16T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,780.27,2025-06-03T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,973.32,2025-06-10T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1470.0,2025-07-25T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1676.2,2025-09-16T00:00:00.000,Vendor Payments Calendar Year 2025
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2802.17,2017-02-10T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3447.74,2017-06-19T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3447.74,2017-06-19T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3447.74,2017-06-19T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3447.74,2017-06-19T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3206.2,2017-07-21T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3206.2,2017-07-21T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3206.2,2017-07-21T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,419.49,2017-08-30T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2036.96,2017-11-13T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2036.96,2017-11-13T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2036.96,2017-11-13T00:00:00.000,Vendor Payments Calendar Year 2017
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2186.51,2018-01-12T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2482.77,2018-01-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2482.77,2018-01-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1551.65,2018-04-25T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3060.69,2018-05-07T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3060.69,2018-05-07T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1316.64,2018-04-13T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2937.41,2018-04-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1551.65,2018-04-25T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,5557.5,2018-04-30T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1241.64,2018-05-25T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2937.41,2018-04-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2937.41,2018-04-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,338.57,2018-03-07T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,874.51,2018-05-11T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1241.64,2018-05-25T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2937.41,2018-04-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2937.41,2018-04-04T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,3060.69,2018-05-07T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,961.53,2018-06-13T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,547.56,2018-07-11T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1016.61,2018-07-27T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1016.61,2018-07-27T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1374.09,2018-09-28T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1374.09,2018-09-28T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1092.1,2018-10-19T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1092.1,2018-10-19T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2101.01,2018-12-03T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2101.01,2018-12-03T00:00:00.000,Vendor Payments Calendar Year 2018
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1242.51,2022-04-22T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,587.61,2022-12-23T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,872.45,2022-10-14T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,298.0,2022-06-14T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1141.85,2022-11-10T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,628.34,2022-03-04T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,2144.51,2022-10-14T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1169.3,2022-11-10T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,440.64,2022-03-04T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1243.55,2022-06-24T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,707.87,2022-04-22T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,964.66,2022-03-04T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,465.11,2022-12-09T00:00:00.000,Vendor Payments Calendar Year 2022
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,668.93,2022-06-14T00:00:00.000,Vendor Payments Calendar Year 2022
Vermont,state,data.vermont.gov,Mine Safety Appliances Co,504.22,2010-05-18T00:00:00.000,Old Vendor Payment Data
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,825.88,2019-01-09T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1458.45,2019-02-27T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2547.52,2019-04-01T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2547.52,2019-04-01T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,522.84,2019-04-05T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,3750.0,2019-04-23T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,2065.32,2019-04-22T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,825.48,2019-05-01T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,599.53,2019-05-31T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,599.53,2019-05-31T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,599.53,2019-05-31T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,599.53,2019-05-31T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1940.71,2019-09-04T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1940.71,2019-09-04T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1602.16,2019-10-04T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,891.04,2019-10-09T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,891.04,2019-10-09T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1333.29,2019-10-25T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1333.29,2019-10-25T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,230.08,2019-11-20T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1302.77,2019-12-20T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1302.77,2019-12-20T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1823.78,2019-12-23T00:00:00.000,Vendor Payments Calendar Year 2019
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,686.73,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,683.87,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,711.5,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,265.0,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,2023.31,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,707.54,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,265.0,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,537.01,2021-01-29T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1573.57,2021-02-05T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1738.14,2021-02-19T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,912.25,2021-02-19T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,664.33,2021-02-19T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1017.92,2021-03-05T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1485.75,2021-04-09T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,899.67,2021-04-09T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,986.89,2021-05-28T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,986.89,2021-06-25T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1359.31,2021-06-25T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,412.74,2021-07-09T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,6217.91,2021-09-17T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,2225.01,2021-09-24T00:00:00.000,Vendor Payments Calendar Year 2021
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,230.08,2020-01-22T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,904.92,2020-04-08T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1305.09,2020-05-06T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,725.93,2020-09-09T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,725.93,2020-09-11T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MINE SAFETY APPLIANCES CO,1287.89,2020-09-18T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,506.23,2020-04-10T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,350.77,2020-04-10T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,595.12,2020-04-10T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,194.4,2020-04-10T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1552.67,2020-04-10T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1707.63,2020-04-14T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1186.34,2020-04-14T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,677.22,2020-04-14T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,2036.01,2020-04-14T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,904.92,2020-04-14T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,469.18,2020-08-18T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,725.93,2020-08-28T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,391.68,2020-11-20T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,933.33,2020-11-20T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,1287.79,2020-11-20T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,746.94,2020-11-20T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,155.0,2020-11-20T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,2252.92,2020-11-18T00:00:00.000,Vendor Payments Calendar Year 2020
"Kansas City, MO",city,data.kcmo.org,MSA SAFETY INCORPORATED,155.0,2020-11-18T00:00:00.000,Vendor Payments Calendar Year 2020
"Chicago, IL",city,data.cityofchicago.org,MINE SAFETY APPLIANCE CO,5915.0,2002,Payments
Vermont,state,data.vermont.gov,"Mine Safety Appliances Co, LLC",1740.0,2017-12-31T00:00:00.000,Vermont Vendor Payments
Vermont,state,data.vermont.gov,"Mine Safety Appliances Co, LLC",3150.0,2015-06-30T00:00:00.000,Vermont Vendor Payments
Vermont,state,data.vermont.gov,Mine Safety Appliances Co,504.22,2010-06-30T00:00:00.000,Vermont Vendor Payments
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,1670.0,2019-03-12T00:00:00.000,Cook County Check Register
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,4500.0,2017-10-19T00:00:00.000,Cook County Check Register
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,1450.0,2019-07-15T00:00:00.000,Cook County Check Register
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,780.0,2019-12-05T00:00:00.000,Cook County Check Register
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,3080.0,2021-08-19T00:00:00.000,Cook County Check Register
"Cook County, IL",county,datacatalog.cookcountyil.gov,MINE SAFETY APPLIANCES CO LLC,2798.0,2024-12-10T00:00:00.000,Cook County Check Register
New Jersey,state,data.nj.gov,"MSA SAFETY SALES, LLC",10.0,2021,YourMoney Agency Purchasing
